-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	7.172e+00	6.706e+00	6.134e+00	5.656e+00	5.638e+00	5.906e+00	4.457e+00	4.664e+00	4.482e+00	4.795e+00	5.154e+00	4.549e+00	4.258e+00	4.576e+00	4.822e+00	4.367e+00	4.045e+00	4.004e+00	5.159e+00	4.728e+00	3.990e+00	3.713e+00	1.895e+00	2.562e+00	4.131e+00	2.921e+00	3.671e+00	3.213e+00	3.060e+00	4.490e+00	3.619e+00	2.492e+00	2.133e+00	2.455e+00	3.271e+00	3.715e+00	3.950e+00	2.830e+00	2.513e+00	4.428e+00	2.550e+00	2.518e+00	3.229e+00	3.907e+00	3.825e+00	3.572e+00	3.776e+00	4.088e+00	3.825e+00	2.794e+00	3.370e+00	2.887e+00	3.948e+00	4.484e+00	4.372e+00	4.484e+00	4.732e+00	3.033e+00	5.029e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	8.010e+00	7.397e+00	5.518e+00	5.654e+00	6.331e+00	5.824e+00	4.671e+00	3.662e+00	4.118e+00	4.261e+00	5.079e+00	5.130e+00	5.384e+00	4.790e+00	3.589e+00	4.116e+00	3.964e+00	4.588e+00	3.728e+00	9.900e-01	3.936e+00	2.703e+00	3.955e+00	2.939e+00	2.314e+00	3.604e+00	3.436e+00	2.868e+00	4.538e+00	4.427e+00	1.885e+00	2.678e+00	1.525e+00	2.494e+00	2.201e+00	3.495e+00	2.222e+00	1.321e+00	3.651e+00	2.358e+00	4.063e+00	3.885e+00	3.130e+00	2.785e+00	2.380e+00	2.584e+00	3.803e+00	4.103e+00	2.601e+00	2.177e+00	3.373e+00	2.881e+00	3.913e+00	2.858e+00	4.430e+00	4.318e+00	3.841e+00	2.515e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	7.172e+00	-1.000e+00	-1.000e+00	-1.000e+00	8.078e+00	6.371e+00	5.984e+00	6.493e+00	6.243e+00	4.800e+00	4.335e+00	4.545e+00	4.072e+00	4.905e+00	6.042e+00	5.610e+00	4.768e+00	4.137e+00	2.756e+00	3.190e+00	3.077e+00	4.413e+00	4.023e+00	2.747e+00	2.513e+00	3.595e+00	3.388e+00	1.955e+00	2.830e+00	3.247e+00	3.357e+00	3.649e+00	3.237e+00	2.847e+00	2.166e+00	-1.000e+00	1.720e+00	1.427e+00	1.399e+00	-1.000e+00	2.547e+00	1.555e+00	2.905e+00	1.967e+00	3.941e+00	2.356e+00	3.496e+00	3.190e+00	3.395e+00	4.292e+00	2.966e+00	2.505e+00	2.403e+00	3.184e+00	2.522e+00	2.402e+00	3.669e+00	3.196e+00	2.959e+00	4.652e+00	3.741e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	6.706e+00	8.010e+00	-1.000e+00	-1.000e+00	-1.000e+00	6.384e+00	5.979e+00	7.186e+00	6.754e+00	4.510e+00	4.170e+00	4.059e+00	3.576e+00	5.243e+00	6.021e+00	6.029e+00	5.477e+00	4.419e+00	4.039e+00	3.472e+00	3.774e+00	4.558e+00	4.198e+00	1.444e+00	1.795e+00	1.556e+00	3.322e+00	2.822e+00	3.434e+00	9.440e-01	2.639e+00	4.253e+00	2.935e+00	-1.924e-01	-1.000e+00	-5.515e-01	2.002e+00	1.709e+00	6.809e-01	2.145e+00	2.829e+00	2.422e+00	2.673e+00	3.571e+00	3.545e+00	3.808e+00	2.293e+00	8.875e-01	3.092e+00	3.864e+00	3.441e+00	1.372e+00	6.854e-01	2.881e+00	2.126e+00	2.421e+00	3.241e+00	3.478e+00	2.241e+00	3.349e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	6.134e+00	7.397e+00	8.078e+00	-1.000e+00	-1.000e+00	-1.000e+00	6.321e+00	7.445e+00	6.778e+00	4.369e+00	3.969e+00	3.977e+00	5.192e+00	5.311e+00	5.613e+00	5.738e+00	4.965e+00	3.633e+00	3.837e+00	3.686e+00	4.076e+00	4.035e+00	1.712e+00	2.658e+00	3.009e+00	2.770e+00	3.076e+00	2.621e+00	2.442e+00	2.965e+00	3.268e+00	3.952e+00	3.470e+00	6.064e-01	1.885e+00	2.473e-01	1.216e+00	1.508e+00	-1.053e-01	1.359e+00	2.628e+00	3.138e+00	2.887e+00	3.048e+00	3.245e+00	-1.484e-01	1.992e+00	-1.000e+00	3.154e+00	3.788e+00	3.609e+00	1.323e+00	2.484e+00	1.902e+00	2.018e+00	2.121e+00	2.902e+00	3.499e+00	3.776e+00	3.563e+00	1.237e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	5.656e+00	5.518e+00	6.371e+00	6.384e+00	-1.000e+00	-1.000e+00	-1.000e+00	6.472e+00	6.249e+00	6.795e+00	6.716e+00	6.654e+00	6.701e+00	6.248e+00	5.373e+00	5.164e+00	5.145e+00	5.664e+00	4.364e+00	4.338e+00	4.164e+00	3.495e+00	3.172e+00	3.480e+00	2.884e+00	3.177e+00	2.898e+00	3.563e+00	3.564e+00	3.980e+00	3.008e+00	2.382e+00	1.971e+00	1.844e+00	1.537e+00	2.563e+00	3.569e+00	1.575e+00	1.869e+00	2.012e+00	2.503e+00	1.511e+00	2.539e+00	2.437e+00	3.090e+00	2.504e+00	3.085e+00	3.454e+00	3.251e+00	2.855e+00	1.892e+00	3.863e+00	3.459e+00	2.748e+00	2.371e+00	2.425e+00	1.818e+00	1.152e+00	3.107e+00	3.215e+00	8.896e-01	3.014e+00	-1.000e+00	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	-1.000e+00	5.638e+00	5.654e+00	5.984e+00	5.979e+00	6.321e+00	-1.000e+00	-1.000e+00	-1.000e+00	6.735e+00	6.876e+00	6.871e+00	6.640e+00	6.606e+00	6.369e+00	5.490e+00	5.195e+00	5.054e+00	5.307e+00	4.280e+00	4.190e+00	3.814e+00	3.709e+00	2.801e+00	3.410e+00	3.572e+00	2.859e+00	2.973e+00	3.540e+00	3.737e+00	3.569e+00	3.579e+00	3.386e+00	2.353e+00	1.985e+00	3.282e+00	2.559e+00	2.305e+00	2.749e+00	2.858e+00	2.671e+00	2.354e+00	2.014e+00	2.284e+00	2.667e+00	2.263e+00	2.815e+00	3.443e+00	2.605e+00	2.947e+00	2.122e+00	1.966e+00	3.090e+00	2.988e+00	2.769e+00	2.429e+00	2.402e+00	2.200e+00	2.103e+00	1.959e+00	2.389e+00	3.063e+00	-1.000e+00	-1.000e+00	-1.000e+00	-1.000e+00
