chr2L	22880000	22959999
chr2L	22800000	22879999
chr2L	22640000	22719999
chr2L	22500000	22639999
chr2L	22420000	22499999
chr2L	22340000	22419999
chr2L	22280000	22339999
chr2L	22160000	22239999
chr2L	22040000	22119999
chr2L	21900000	22039999
chr2L	21820000	21899999
chr2L	21760000	21819999
chr2L	21680000	21759999
chr2L	21620000	21679999
chr2L	21540000	21619999
chr2L	21340000	21419999
chr2L	21260000	21339999
chr2L	21160000	21219999
chr2L	21100000	21159999
chr2L	21000000	21099999
chr2L	20920000	20999999
chr2L	20860000	20919999
chr2L	20800000	20859999
chr2L	20740000	20799999
chr2L	20640000	20739999
chr2L	20540000	20639999
chr2L	20460000	20539999
chr2L	20340000	20419999
chr2L	20280000	20339999
chr2L	20220000	20279999
chr2L	20160000	20219999
chr2L	20100000	20159999
chr2L	19960000	20059999
chr2L	19880000	19959999
chr2L	19820000	19879999
chr2L	19760000	19819999
chr2L	19600000	19719999
chr2L	19440000	19519999
chr2L	19280000	19399999
chr2L	19180000	19279999
chr2L	19120000	19179999
chr2L	19060000	19119999
chr2L	18980000	19059999
chr2L	18860000	18939999
chr2L	18720000	18819999
chr2L	18600000	18679999
chr2L	18520000	18599999
chr2L	18440000	18519999
chr2L	18300000	18439999
chr2L	18160000	18299999
chr2L	17960000	18119999
chr2L	17780000	17959999
chr2L	17700000	17779999
chr2L	17600000	17699999
chr2L	17500000	17599999
chr2L	17380000	17459999
chr2L	17320000	17379999
chr2L	17220000	17319999
chr2L	17080000	17219999
chr2L	16920000	17079999
chr2L	16820000	16879999
chr2L	16740000	16819999
chr2L	16660000	16739999
chr2L	16600000	16659999
chr2L	16540000	16599999
chr2L	16480000	16539999
chr2L	16420000	16479999
chr2L	16360000	16419999
chr2L	16300000	16359999
chr2L	16160000	16259999
chr2L	15940000	16159999
chr2L	15780000	15899999
chr2L	15500000	15659999
chr2L	15340000	15499999
chr2L	15280000	15339999
chr2L	15120000	15239999
chr2L	15060000	15119999
chr2L	15000000	15059999
chr2L	14860000	14999999
chr2L	14700000	14859999
chr2L	14620000	14699999
chr2L	14500000	14579999
chr2L	14400000	14499999
chr2L	14260000	14339999
chr2L	14180000	14259999
chr2L	14080000	14179999
chr2L	14020000	14079999
chr2L	13920000	14019999
chr2L	13840000	13919999
chr2L	13780000	13839999
chr2L	13720000	13779999
chr2L	13640000	13719999
chr2L	13560000	13639999
chr2L	13500000	13559999
chr2L	13400000	13499999
chr2L	13280000	13359999
chr2L	13220000	13279999
chr2L	13160000	13219999
chr2L	13080000	13159999
chr2L	13020000	13079999
chr2L	12860000	12979999
chr2L	12740000	12819999
chr2L	12640000	12699999
chr2L	12560000	12639999
chr2L	12460000	12519999
chr2L	12340000	12419999
chr2L	12220000	12339999
chr2L	12140000	12219999
chr2L	12040000	12099999
chr2L	11940000	11999999
chr2L	11840000	11939999
chr2L	11720000	11799999
chr2L	11620000	11719999
chr2L	11520000	11619999
chr2L	11460000	11519999
chr2L	11340000	11459999
chr2L	11280000	11339999
chr2L	11140000	11279999
chr2L	11080000	11139999
chr2L	11000000	11079999
chr2L	10860000	10959999
chr2L	10760000	10859999
chr2L	10660000	10719999
chr2L	10540000	10659999
chr2L	10420000	10499999
chr2L	10140000	10199999
chr2L	10060000	10139999
chr2L	9960000	10019999
chr2L	9800000	9879999
chr2L	9700000	9759999
chr2L	9600000	9659999
chr2L	9520000	9599999
chr2L	9460000	9519999
chr2L	9400000	9459999
chr2L	9340000	9399999
chr2L	9240000	9339999
chr2L	9160000	9239999
chr2L	9080000	9159999
chr2L	9000000	9079999
chr2L	8880000	8939999
chr2L	8760000	8879999
chr2L	8620000	8679999
chr2L	8540000	8619999
chr2L	8480000	8539999
chr2L	8420000	8479999
chr2L	8360000	8419999
chr2L	8240000	8299999
chr2L	8100000	8159999
chr2L	8040000	8099999
chr2L	7880000	7979999
chr2L	7820000	7879999
chr2L	7700000	7779999
chr2L	7640000	7699999
chr2L	7540000	7639999
chr2L	7440000	7499999
chr2L	7300000	7399999
chr2L	7240000	7299999
chr2L	7120000	7179999
chr2L	7060000	7119999
chr2L	6960000	7019999
chr2L	6860000	6919999
chr2L	6800000	6859999
chr2L	6720000	6799999
chr2L	6560000	6619999
chr2L	6500000	6559999
chr2L	6360000	6419999
chr2L	6240000	6319999
chr2L	6120000	6239999
chr2L	6000000	6059999
chr2L	5900000	5959999
chr2L	5800000	5899999
chr2L	5720000	5799999
chr2L	5640000	5719999
chr2L	5540000	5639999
chr2L	5380000	5499999
chr2L	5320000	5379999
chr2L	5180000	5279999
chr2L	5100000	5179999
chr2L	5040000	5099999
chr2L	4900000	4959999
chr2L	4840000	4899999
chr2L	4720000	4799999
chr2L	4660000	4719999
chr2L	4560000	4659999
chr2L	4460000	4559999
chr2L	4380000	4459999
chr2L	4220000	4339999
chr2L	4100000	4179999
chr2L	4000000	4099999
chr2L	3900000	3999999
chr2L	3800000	3859999
chr2L	3720000	3799999
chr2L	3660000	3719999
chr2L	3540000	3619999
chr2L	3480000	3539999
chr2L	3380000	3439999
chr2L	3300000	3379999
chr2L	3220000	3299999
chr2L	3160000	3219999
chr2L	3080000	3159999
chr2L	2980000	3039999
chr2L	2880000	2979999
chr2L	2760000	2839999
chr2L	2660000	2719999
chr2L	2600000	2659999
chr2L	2480000	2599999
chr2L	2400000	2479999
chr2L	2280000	2359999
chr2L	2140000	2199999
chr2L	2040000	2139999
chr2L	1980000	2039999
chr2L	1920000	1979999
chr2L	1820000	1879999
chr2L	1760000	1819999
chr2L	1660000	1719999
chr2L	1500000	1599999
chr2L	1400000	1499999
chr2L	1240000	1359999
chr2L	1180000	1239999
chr2L	1020000	1099999
chr2L	960000	1019999
chr2L	880000	959999
chr2L	740000	819999
chr2L	640000	739999
chr2L	580000	639999
chr2L	360000	419999
chr2L	300000	359999
chr2L	200000	259999
chr2L	140000	199999
chr2L	0	79999
