chr2L	22180000	22979999
chr2L	21540000	22179999
chr2L	21260000	21419999
chr2L	19400000	21259999
chr2L	19140000	19399999
chr2L	19000000	19139999
chr2L	18680000	18959999
chr2L	18600000	18679999
chr2L	17420000	18599999
chr2L	16740000	17419999
chr2L	16660000	16739999
chr2L	16500000	16659999
chr2L	16340000	16499999
chr2L	15720000	16279999
chr2L	15060000	15659999
chr2L	14260000	15059999
chr2L	13820000	14259999
chr2L	13620000	13779999
chr2L	13000000	13619999
chr2L	12520000	12999999
chr2L	12460000	12519999
chr2L	12040000	12459999
chr2L	11100000	11999999
chr2L	11000000	11099999
chr2L	10420000	10999999
chr2L	7880000	10419999
chr2L	7820000	7879999
chr2L	7460000	7819999
chr2L	7220000	7419999
chr2L	7060000	7219999
chr2L	2720000	7059999
chr2L	2640000	2719999
chr2L	2220000	2599999
chr2L	500000	2219999
chr2L	0	439999
