chr2L	22180000	22979999
chr2L	21540000	22179999
chr2L	21220000	21419999
chr2L	21160000	21219999
chr2L	20820000	21159999
chr2L	20220000	20819999
chr2L	20160000	20219999
chr2L	19540000	20119999
chr2L	19420000	19539999
chr2L	19140000	19419999
chr2L	19000000	19139999
chr2L	18680000	18959999
chr2L	18600000	18679999
chr2L	17420000	18599999
chr2L	16740000	17419999
chr2L	16660000	16739999
chr2L	16500000	16659999
chr2L	16340000	16499999
chr2L	15740000	16279999
chr2L	15060000	15659999
chr2L	14260000	15059999
chr2L	13820000	14259999
chr2L	13620000	13779999
chr2L	13000000	13619999
chr2L	12700000	12999999
chr2L	12540000	12699999
chr2L	12460000	12539999
chr2L	12040000	12459999
chr2L	11100000	11999999
chr2L	11000000	11099999
chr2L	10420000	10999999
chr2L	7880000	10419999
chr2L	7820000	7879999
chr2L	7460000	7819999
chr2L	7220000	7419999
chr2L	7040000	7219999
chr2L	6960000	7039999
chr2L	6680000	6959999
chr2L	6480000	6619999
chr2L	6060000	6479999
chr2L	5980000	6059999
chr2L	5520000	5979999
chr2L	5320000	5519999
chr2L	5060000	5279999
chr2L	4900000	4959999
chr2L	4840000	4899999
chr2L	4440000	4839999
chr2L	3660000	4439999
chr2L	3460000	3659999
chr2L	3040000	3459999
chr2L	2980000	3039999
chr2L	2860000	2979999
chr2L	2740000	2859999
chr2L	2220000	2739999
chr2L	500000	2219999
chr2L	0	439999
