chr2L	22160000	22979999
chr2L	21680000	22159999
chr2L	21540000	21679999
chr2L	21240000	21419999
chr2L	21160000	21239999
chr2L	20800000	21159999
chr2L	20420000	20799999
chr2L	20220000	20419999
chr2L	20160000	20219999
chr2L	19540000	20119999
chr2L	19420000	19539999
chr2L	19140000	19419999
chr2L	19020000	19139999
chr2L	18960000	19019999
chr2L	18680000	18959999
chr2L	18600000	18679999
chr2L	17480000	18599999
chr2L	17380000	17479999
chr2L	16820000	17379999
chr2L	16740000	16819999
chr2L	16660000	16739999
chr2L	16500000	16659999
chr2L	16360000	16499999
chr2L	16300000	16359999
chr2L	15740000	16259999
chr2L	15060000	15659999
chr2L	14300000	15059999
chr2L	13900000	14259999
chr2L	13820000	13899999
chr2L	13620000	13779999
chr2L	13000000	13619999
chr2L	12700000	12999999
chr2L	12540000	12699999
chr2L	12440000	12539999
chr2L	12060000	12439999
chr2L	12000000	12059999
chr2L	11820000	11999999
chr2L	11500000	11819999
chr2L	11280000	11499999
chr2L	11120000	11279999
chr2L	10980000	11119999
chr2L	10740000	10979999
chr2L	10500000	10739999
chr2L	10420000	10499999
chr2L	7880000	10419999
chr2L	7820000	7879999
chr2L	7460000	7819999
chr2L	7220000	7419999
chr2L	7040000	7219999
chr2L	6960000	7039999
chr2L	6680000	6959999
chr2L	6500000	6619999
chr2L	6060000	6459999
chr2L	5980000	6059999
chr2L	5520000	5979999
chr2L	5320000	5519999
chr2L	5080000	5279999
chr2L	4900000	4959999
chr2L	4840000	4899999
chr2L	4440000	4839999
chr2L	3660000	4439999
chr2L	3460000	3659999
chr2L	3040000	3459999
chr2L	2980000	3039999
chr2L	2860000	2979999
chr2L	2760000	2859999
chr2L	2640000	2719999
chr2L	2380000	2599999
chr2L	2220000	2379999
chr2L	500000	2219999
chr2L	0	439999
